Vote,Occupation_Satisfaction,Avg_monthly_expense_when_under_age_21,AVG_lottary_expanses,Most_Important_Issue,Avg_Satisfaction_with_previous_vote,Looking_at_poles_results,Garden_sqr_meter_per_person_in_residancy_area,Married,Gender,Voting_Time,Financial_balance_score_(0-1),%Of_Household_Income,Avg_government_satisfaction,Avg_education_importance,Avg_environmental_importance,Avg_Residancy_Altitude,Yearly_ExpensesK,%Time_invested_in_work,Yearly_IncomeK,Avg_monthly_expense_on_pets_or_plants,Avg_monthly_household_cost,Will_vote_only_large_party,Phone_minutes_10_years,Avg_size_per_room,Weighted_education_rank,%_satisfaction_financial_policy,Avg_monthly_income_all_years,Last_school_grades,Age_group,Number_of_differnt_parties_voted_for,Political_interest_Total_Score,Number_of_valued_Kneset_members,Main_transportation,Occupation,Overall_happiness_score,Num_of_kids_born_last_10_years,Financial_agenda_matters
Blues,7.0,1653.2329529879,381333.25755931897,Education,551.077650995968,Yes,691.977359034851,No,Female,By_16:00,0.473920385120437,0.571295259753242,9.314331947825849,1.4287160965614,8.45873249229044,4.24134755972773,7838.0,72.005735966377,604.859242763517,8129.492075875541,61252.7735092643,Yes,478832.66541684704,24.593886288334303,502.29029543830995,86.466136504896,304247.65507823,100.0,Below_30,,637.493206229574,13.0,Motorcycle_or_truck,Services_or_Retail,47.844303677847606,0.0,Yes
Greens,4.0,278.965289570397,27036.696180299903,Healthcare,92.98842985679909,No,290.75333589282,Yes,Female,After_16:00,0.41703241108916705,0.30439938465133304,5.7940398924984,4.2511865915730604,3.7620122986845694,2.41631366079673,6456.0,20.7989456364885,499.14195378862394,,60285.6356857228,No,84537.5023328033,22.3414850399123,269.64175626869303,20.8046336425468,8749.83651708965,80.0,45_and_up,2.0,813.335106617629,10.0,Motorcycle_or_truck,Student_or_Unemployed,670.064029237171,0.0,Yes
Greens,3.0,816.7919738117401,80757.6685045367,Healthcare,272.26399127058,No,296.615311219318,Yes,Female,By_16:00,0.762441964121535,0.687133438419551,5.78901308588684,5.61471673892811,2.38330909283832,5.81342743011191,6960.0,51.18907496798779,553.051976593282,4072.25706537974,65015.6181840629,No,87980.6428497326,23.517057141429998,279.263060788046,95.66117338836192,74409.9449338571,80.0,Below_30,1.0,869.3430875748401,11.0,Public_or_other,Public_Sector,683.869555037909,0.0,Yes
Pinks,6.0,557.3744184613,61075.02383320429,Education,185.791472820433,No,328.728885702053,Yes,Male,By_16:00,0.0774669914972037,0.973684277851135,0.5939163826406,6.9234189693816,8.66564114345238,6.86963823623955,8750.0,14.5690377103165,387.55861858047797,4062.4060941814796,46952.4829267757,No,108062.680294913,19.686508542158503,210.798828358707,98.1298484141007,34714.262845606296,100.0,45_and_up,1.0,606.880044931822,11.0,Foot_or_bicycle,Public_Sector,450.408799278372,0.0,No
Purples,5.0,279.652068178779,41777.008658350496,Financial,93.21735605959299,No,448.16770636192297,Yes,Female,By_16:00,0.36154471617192,0.38933425373397795,1.77274608518928,7.02397071756423,1.13549998495728,3.4863825631327905,8619.0,75.962042552419,421.170231415218,5324.01752644967,54310.0260947294,No,200854.29302570698,20.5224323951918,114.63063129755899,80.5544320959598,8792.69282680052,60.0,30-45,3.0,706.4255565916119,9.0,Foot_or_bicycle,Hightech,565.111155363447,0.0,Yes
Browns,5.0,224.877293080611,36749.5472372248,Healthcare,74.95909769353679,No,490.26133408744795,Yes,Female,After_16:00,0.14188005705364,0.0533359933178872,5.989667952526361,3.7273498065769703,7.98557005822659,4.41667773062363,4275.0,40.8078802982345,465.40772988964005,5833.42880065376,56034.245527590705,No,240356.175701205,21.573310591785397,57.5145886771694,93.4116287855431,5703.82542472274,80.0,30-45,2.0,695.440578503614,7.0,Motorcycle_or_truck,Industry_or_other,455.094976388386,0.0,No
Purples,4.0,613.9787973287121,88906.4474493491,Environment,204.659599109571,No,434.411324150744,Yes,Female,By_16:00,0.876651490805671,0.40536080673337,9.29249295033514,7.64593278523535,9.30953713599592,3.88597736367956,9610.0,52.462050830945394,433.550617531866,5211.21447657117,51770.5709059145,No,188713.198550403,20.8218783382255,121.78570404793699,20.0731622986495,42100.2111067998,90.0,45_and_up,3.0,644.5394923851139,12.0,Public_or_other,Industry_or_other,421.80560838271896,0.0,Yes
Yellows,5.0,-248.754739412836,-17049.377789516202,Environment,-82.9182464709455,Yes,205.616719059421,Yes,Female,By_16:00,0.31399499741382897,0.250385144492611,7.48969797044992,4.850992208812389,7.71213085157797,7.34303927747533,3780.0,10.098375333473099,528.27450020673,3112.7161910076697,55261.106384547806,Yes,42278.2351567608,22.984222854095602,308.212158122424,89.07724071759729,6802.51735134552,90.0,Below_30,,702.610073048504,15.0,Car,Services_or_Retail,413.202701913011,0.0,No
Greys,7.0,689.124475604906,101066.14497167099,Military,229.708158534969,No,439.97629695109805,Yes,Male,By_16:00,0.374108672142029,0.867396749090403,3.24458449380472,5.42582128429785,9.09084119834006,6.91572482930496,6823.0,65.1593358721584,504.473361641781,5408.7096927945395,56280.1581826172,Maybe,193579.1418788,22.4604844480652,145.918780862607,94.02454402297741,53005.5462560613,30.0,30-45,2.0,681.560442196758,7.0,Motorcycle_or_truck,Services_or_Retail,367.07357404809,1.0,Yes
Oranges,3.0,408.02721355511596,51689.3017809378,Other,136.009071185039,No,380.04304661867104,Yes,Male,By_16:00,0.9475566197652371,0.829634228721261,3.59741052147001,9.58887610118836,2.51211223425344,9.05328412074596,3628.0,19.8390512960032,370.0836163706,4540.59769892791,45105.747964617,Maybe,144432.717283201,19.2375574429448,206.695915204694,21.9077168498188,18644.4765158019,50.0,30-45,2.0,567.564925970441,9.0,Car,Industry_or_other,392.97073315006696,1.0,Yes
Purples,4.0,19.8757214803824,2151.97654504712,Healthcare,6.62524049346079,No,324.81485723743197,Yes,Male,By_16:00,0.442053365753964,0.6233074830379339,4.1278563812375095,0.0717908306978643,4.848656854592259,8.30726959509775,7618.0,18.1257012067363,382.124116900232,4012.3968061747796,45534.9460961822,No,105504.691482173,19.547995214349502,229.307352049361,15.4408232774585,60.5190520896534,80.0,45_and_up,1.0,581.679368567155,14.0,Motorcycle_or_truck,Industry_or_other,410.572355266407,0.0,Yes
Purples,5.0,58.2973897366169,7132.566768580359,Social,19.432463245539,No,367.043883138066,Yes,Male,After_16:00,0.33630654006265104,0.488821499049664,1.51663730852306,6.1292394506745005,0.11991004692390599,9.19386344728991,8199.0,92.7621136186644,441.223831453677,4552.88649428801,53686.432509077196,No,134721.21214907,21.0053286442673,148.079871698017,81.07442981563509,407.053091034761,70.0,Below_30,2.0,,12.0,Foot_or_bicycle,Student_or_Unemployed,528.207825192864,0.0,Yes
Browns,9.0,228.797984177304,25383.6782399941,Financial,76.26599472576801,No,332.83088132878896,Yes,Male,By_16:00,0.304806677158922,0.7558021345175799,0.550192871596664,2.47383224545047,9.682998256757859,5.23744767764583,5199.0,42.7494493313134,389.963799645429,4108.23641257875,46127.8314174503,No,110776.39556609801,19.7475010987575,222.33334919485299,52.66114305704829,5902.76794623664,60.0,,2.0,585.828822231735,5.0,Public_or_other,Student_or_Unemployed,403.15662883594,0.0,Yes
Browns,2.0,337.916131836415,40490.7938882973,Education,112.638710612138,No,359.47494132566806,Yes,Male,By_16:00,0.0658582935575396,0.7495187257882209,5.70081532699987,5.39750975556672,5.857653936836869,6.15507157985121,8369.0,41.1342026665807,402.50240187815103,4399.75421701298,47753.6235450247,No,129222.233441093,20.0624625078317,193.019823842848,89.12417714018369,12810.1178389771,100.0,45_and_up,0.0,603.468294784561,9.0,Motorcycle_or_truck,Public_Sector,410.53727792331495,0.0,Yes
Turquoises,4.0,1038.1338722616001,152273.263169724,Environment,346.044624087199,Yes,440.039383855167,Yes,Male,After_16:00,0.745003829011694,0.24494740739464801,7.34663029434159,4.78496843017638,8.32684028428048,5.87994294473901,8981.0,34.0312947984785,481.89886447068903,5364.19156749305,55508.5264868617,Yes,193634.659343635,21.952194980700398,108.01539712686,53.5129186697304,120102.926483738,90.0,Below_30,1.0,683.7117817062831,11.0,Foot_or_bicycle,Services_or_Retail,411.99773059429197,2.0,Yes
Pinks,3.0,718.524613517605,172871.26146444198,Social,239.508204505868,No,721.775948431892,No,Female,By_16:00,0.693756228080019,0.34396304865367705,8.71373249683529,1.8274700990878001,6.38169258832932,6.7274186178110496,8572.0,25.0139969866723,652.824215442977,8523.40791520487,76078.4168480511,No,520960.519734757,25.5504249562111,269.355921594697,25.6926039466634,57613.688230130596,70.0,Below_30,4.0,911.508268943407,8.0,Public_or_other,Industry_or_other,503.577760403076,0.0,Yes
Turquoises,,1177.41321406966,175383.256463706,Financial,392.47107135655403,Yes,446.869258051309,Yes,Male,By_16:00,0.984266567975283,0.21929487190209304,2.28342858608812,3.25518509373069,4.98727540718392,7.210433185100559,4610.0,51.0423202766106,404.999163846166,5278.690908205421,49619.734977647,Yes,199692.13379132698,20.1245910230784,136.043522724109,99.1560548311099,154436.01292311802,60.0,Below_30,1.0,618.382357681495,12.0,Public_or_other,Student_or_Unemployed,418.39236882962996,0.0,No
Browns,6.0,113.709202968778,18742.386196295,Education,37.903067656259296,No,494.482039455713,Yes,Female,By_16:00,0.782568400958553,0.661413243506104,3.7342685810290295,6.94766771281138,5.66914793336764,2.7925314358435602,8511.0,75.89792371727529,453.02820658270696,5850.87680772255,54978.323628231796,No,244512.48734428198,21.2844592739094,69.4627544518178,93.25706467498091,1484.54560541123,100.0,Below_30,1.0,681.7360340193151,9.0,Motorcycle_or_truck,Industry_or_other,449.124888298615,0.0,Yes
Greens,3.0,773.5472175181129,78764.0058849871,Healthcare,257.849072506038,No,305.465538888618,Yes,Male,After_16:00,0.24955201055854603,0.39907575421966607,2.00862177880481,0.531162298284471,2.11821188917384,9.357277641538529,6242.0,24.1904367925599,542.8198162268831,4140.29502133994,63472.9685207218,No,93309.1954485137,23.2984938617689,246.87727562943402,18.6433500377461,66753.9932647299,80.0,45_and_up,6.0,842.007628959679,12.0,Car,Hightech,645.8464809332451,0.0,Yes
Purples,9.0,168.53474530469,20117.3484794549,Environment,56.17824843489671,No,358.098535285739,Yes,Male,By_16:00,0.32410341873765003,0.6711452389135961,1.0107663716189599,6.25400304794312,0.9398184344172479,6.879769749939441,7163.0,52.1889553405344,411.04794322321504,4403.08123930382,49977.486666355595,No,128234.56097379199,20.2743173306332,168.848613868234,55.1958167692646,3222.1738456478697,90.0,Below_30,2.0,645.013352617312,14.0,Foot_or_bicycle,Student_or_Unemployed,478.520700375688,1.0,No
Browns,8.0,83.57033122401658,14288.1633579357,Social,27.8567770746722,No,,,Female,After_16:00,0.330458386102691,0.475017864955589,4.9358803476207,5.28325942344964,5.21337726386264,1.4188478514552099,3939.0,38.0145648494363,438.384123644282,6005.91987873365,54027.266692499696,No,263081.96458355803,20.9376245941196,83.539572345599,23.430776316672603,813.856806062655,70.0,Below_30,2.0,668.3802499312719,6.0,Public_or_other,Services_or_Retail,445.086044673934,0.0,Yes
Oranges,8.0,152.982433492438,24225.599314097002,Other,50.9941444974793,No,475.06629541151494,Yes,Female,By_16:00,0.7044167921412741,0.10620509227737801,1.1618567351251798,7.35598896630108,6.31707418011501,5.69633491802961,9415.0,99.25512101035571,331.305662892669,5413.27427990049,45389.2220516084,,225687.985036021,18.201803836232,173.156042620877,32.326000672765105,2661.39691752728,50.0,45_and_up,2.0,580.6522043662729,11.0,Motorcycle_or_truck,Services_or_Retail,469.94095644343804,0.0,Yes
Purples,8.0,218.310411581474,25630.870684357098,Healthcare,72.7701371938247,No,352.216880065635,Yes,Male,After_16:00,0.481731507228687,0.100804035319015,7.142580877989531,3.57233368093148,,5.65789679531008,5992.0,82.6637560967356,380.364678456671,4282.89815756969,47685.75450342151,No,124056.73060317,19.5029402515793,190.40332295242902,16.7765530524775,5378.2630044019,80.0,30-45,0.0,622.52583917783,14.0,Motorcycle_or_truck,Hightech,489.95188112052597,4.0,Yes
Reds,6.0,350.266705873498,49442.1859927305,Other,116.75556862449899,No,423.467476328627,Yes,Female,By_16:00,0.8821746627800171,0.639925100374967,6.65901527972892,9.11294680088758,5.08441374870017,1.31545024225488,3501.0,27.7890890603885,377.495014771069,4989.6647928284,49168.1909699947,Maybe,179324.703508136,19.429230936171102,144.92115536045,75.99019797053191,13758.6183734547,50.0,30-45,5.0,637.954058551227,9.0,Motorcycle_or_truck,Hightech,511.72359524880403,4.0,No
Browns,10.0,54.495717672539904,5772.69344167891,Social,18.16523922418,No,317.787911870426,Yes,Male,After_16:00,0.116846586111933,0.362160187447444,5.3711459389887795,0.433913676533848,0.9834120003506541,0.95013610785827,4068.0,50.2418966265395,375.717966398263,3929.3150515007897,44738.4650016503,No,100989.156930966,19.383445679194,240.78037817131002,35.331309540197296,358.141155295866,70.0,30-45,1.0,571.634378075741,6.0,Foot_or_bicycle,Services_or_Retail,403.41883426052397,1.0,No
Browns,6.0,419.73183888966105,39798.9010138155,Social,139.91061296322,No,284.459485745215,Yes,Female,By_16:00,0.22295209043659303,0.668542823055759,9.695986644364892,5.34466273384169,8.08279615594074,6.519898795522749,9428.0,54.0870920289308,350.875266572996,3546.34539059815,41618.4054657288,No,80917.1990304324,18.731664810501897,288.76204292309797,57.5684966519475,19724.8902327072,70.0,45_and_up,1.0,533.637446799357,6.0,Motorcycle_or_truck,Industry_or_other,378.807516618278,0.0,No
Greens,7.0,484.38023688888,49380.871968607695,Healthcare,161.46007896296,No,305.83951330741,Yes,Female,By_16:00,0.9090073714032769,0.336118668084964,4.1665272321552,8.69337876792997,6.73981943633407,7.41921853041276,4743.0,43.2277501327917,495.980537072162,4050.3562072184295,59645.3311770672,No,93537.8079001137,22.2706204914044,240.62089620600497,60.6539273401722,26240.817177688197,80.0,Below_30,2.0,798.0015756754319,13.0,Foot_or_bicycle,Public_Sector,642.070281959492,0.0,No
Purples,6.0,239.653916172696,33060.392848985895,Environment,79.8846387242322,No,413.85169135098505,Yes,Female,After_16:00,0.0510622460860759,0.137456971220672,1.50892882607877,3.76912920502946,7.94471135595813,8.36050715763122,5215.0,95.64867047593,373.927509544242,4886.371932598329,49363.51521473059,No,171273.222434071,19.3372053188728,157.779703112226,90.8376727020368,6471.4401428253195,90.0,45_and_up,0.0,647.785921164579,14.0,Public_or_other,Public_Sector,539.731986879326,0.0,No
Whites,8.0,383.173365209569,38860.0153451094,Financial,127.72445506985599,No,304.24882473646704,Yes,Female,After_16:00,0.991313085891306,0.576243264833465,7.1833039121702305,5.3528578346595195,6.6170015418902,4.358461240772161,9619.0,44.936332385986994,257.31199380968496,3557.11223498404,37978.4984852207,No,92567.34735352131,16.0409474099781,313.36802571374403,42.4117371672764,16451.2608779616,60.0,Below_30,3.0,527.686306465971,7.0,Car,Services_or_Retail,531.3612591272171,0.0,No
Browns,10.0,463.83758455145994,76958.8389705114,Education,154.61252818382,No,497.752930338313,Yes,Male,By_16:00,0.8400891995988791,,2.36884836573154,7.74844049941748,8.84335150942206,4.61809540633112,5679.0,14.370949799194902,455.629831949767,5888.7889672826705,55266.221408789,No,247757.979660378,21.3454873907757,66.75513668192929,8.288749074563379,24069.6463995763,100.0,Below_30,2.0,684.929859985499,10.0,Motorcycle_or_truck,Public_Sector,,1.0,Yes
Browns,10.0,36.17116788783329,5928.67057610261,Financial,12.0570559626111,No,491.71792803213305,Yes,Female,By_16:00,0.923122427193448,0.865906587801874,8.09792920947075,0.84171939175576,0.393033460713923,3.93633546540514,9855.0,52.9746301006526,461.775402801549,5840.73008592443,56513.9660257151,No,241786.52074821398,21.488960021405102,41.0574439773418,48.915879731066504,167.429654448147,60.0,30-45,0.0,708.524634129932,5.0,Motorcycle_or_truck,Public_Sector,487.50995761064905,1.0,Yes
Whites,4.0,122.447427978684,21795.6731400898,Education,,No,534.000758526769,No,Female,After_16:00,0.34253661590628304,0.31599146430380604,4.24329320667312,3.67381886579096,6.4841977600008205,0.210985431913286,9947.0,83.2508557243273,401.446833632434,6142.90125253256,52406.167740915706,No,285156.810107165,20.036138191588602,105.000609657939,79.0855168132111,1716.74610028124,100.0,30-45,0.0,658.450229499387,10.0,Public_or_other,Student_or_Unemployed,487.496006755039,1.0,No
Greens,6.0,218.33552831722,22060.7685301456,Social,72.7785094390735,No,303.12201637784,Yes,Male,By_16:00,0.275112475967035,0.911502712406218,5.09191839490086,2.65659757889807,7.398043044377119,8.85024836985394,5988.0,49.756600684486294,505.511516539242,4042.2431968568894,60733.9493682017,No,91882.95681296769,22.483583267336197,252.66021418957402,18.305019335821303,5379.489945612379,70.0,45_and_up,2.0,814.401996232647,12.0,Car,,658.258859419092,0.0,No
Browns,1.0,57.196479981998394,9481.60434173769,Social,19.065493327332803,No,497.317545313376,Yes,Male,By_16:00,0.123726671561599,0.599713458912447,5.3165223938413,6.90819545183331,5.65664171474054,0.527377792168409,4269.0,26.874187914654602,458.137912807891,5889.45127874954,55215.313912592,No,247324.740876522,21.4041564376616,73.57044073449691,43.732657423242905,392.558529141904,70.0,30-45,3.0,681.8359329635119,6.0,Car,Hightech,439.560113810145,2.0,No
Greens,8.0,532.805280045611,47776.2274020454,Social,177.601760015204,No,269.007623561588,Yes,Female,After_16:00,0.0769092673435807,0.8603916056454181,9.74233828252181,3.73513029655442,5.35213118186221,8.50958180380985,3478.0,56.6186126554385,498.29019653995397,,59879.0338144858,No,72365.101534253,22.3224146664279,287.655423184678,26.4422877226025,31729.986920513198,70.0,45_and_up,5.0,811.0725586060839,13.0,Car,Industry_or_other,671.421238727933,0.0,Yes
Whites,4.0,500.95386159386396,91026.8970664622,Financial,166.984620531288,No,545.121441584535,No,Male,By_16:00,0.37403621920384494,0.764341718517244,3.7253486807458103,7.35976442927495,1.80779237532988,1.95336800534278,9159.0,91.4472756441683,398.620603854159,6248.455623553659,52208.95423761941,No,297157.38607520104,19.965485314766603,112.66197361260299,61.241135466843794,28060.848114509503,60.0,45_and_up,5.0,653.5368055043609,6.0,Car,Public_Sector,480.532235754329,0.0,No
Browns,6.0,272.289678095386,28712.826414733398,Education,90.7632260317955,No,316.348676331479,Yes,Female,After_16:00,0.946768957888708,0.8187584930565209,2.97930394066498,5.78760914271697,9.69436180777848,3.21699576219544,7791.0,84.5505678793415,379.050508944909,3921.58778120461,44716.547112479006,No,100076.485016679,19.4692195258287,245.018239890336,29.2618305189535,8338.72642573059,100.0,30-45,3.0,568.7494321890271,10.0,Car,Student_or_Unemployed,391.938213010921,0.0,Yes
Purples,9.0,514.50272003217,69942.8361499834,Environment,171.50090667739,No,407.827792313382,Yes,Female,After_16:00,0.606609595008194,0.25827992032282104,9.451966085471211,7.2476844163611505,5.934263113886121,7.62044143630192,4520.0,37.532250955700896,429.77052417515404,4937.81897148413,51938.762182765895,No,166323.50818320698,20.7309074614488,121.976855037086,1.41372624784708,29594.0618978443,90.0,45_and_up,4.0,658.5338114112819,14.0,Motorcycle_or_truck,Industry_or_other,461.91512084461,2.0,Yes
Greys,6.0,653.5136509030069,100521.410984265,Foreign_Affairs,217.837883634336,No,461.45054894584604,Yes,Female,After_16:00,0.837010420626029,0.35655825352296205,7.766394831705839,6.15014441311359,9.13901213090867,7.2240382689051295,8202.0,36.910086637362795,430.901102507504,5476.30769447346,51064.5525669854,Maybe,212936.609122422,20.7581574930798,143.455181617747,75.23474898189309,47681.1814299207,40.0,Below_30,2.0,624.125721810159,10.0,Motorcycle_or_truck,Industry_or_other,380.33934931763997,1.0,No
Oranges,9.0,275.745054474618,38662.5384537041,Military,91.9150181582061,No,420.633528975181,Yes,Female,By_16:00,0.822821086272597,0.78235046681948,7.02852440299466,0.538851118180901,8.33476506639272,6.151552426163111,8292.0,11.4492218475789,383.304068703378,4972.943427158571,45747.3802499907,Maybe,176932.565698115,19.5781528419659,209.710723947253,84.8530024755746,8550.285581181559,30.0,30-45,3.0,559.47798779887,8.0,,Industry_or_other,344.881946136623,1.0,No
Purples,8.0,248.14832788899201,31131.9186790746,Education,82.7161092963307,No,376.370684548815,Yes,Male,After_16:00,0.6296212144661689,0.13655231683514998,1.23124347534031,5.08638377999887,0.7111614244058729,5.76472925255075,6984.0,69.93339937180279,437.364800446219,4638.43644638059,52147.2737791917,No,141654.892187744,,142.278352006018,3.014788008295,6934.6708464188505,100.0,Below_30,2.0,665.173825947008,12.0,Foot_or_bicycle,Industry_or_other,467.816874181058,0.0,Yes
Browns,9.0,479.090872254917,80810.6302378518,Education,159.696957418306,No,506.02485823307603,No,Female,By_16:00,0.873779045883566,0.48647363064810606,4.69556160271168,6.93796439096332,3.08327318169177,5.89275631355122,4110.0,50.3777043893933,480.05074760542396,6020.3500775416105,57790.6249566055,No,256061.157149805,21.9100604199401,37.4565039978203,71.39560771174729,25672.8151660825,100.0,45_and_up,2.0,717.086040368392,10.0,Foot_or_bicycle,Public_Sector,468.875763400405,0.0,No
Greys,1.0,230.12358185665403,33789.3048663393,Military,76.7078606188848,No,440.493380909397,Yes,Female,By_16:00,0.5152055928483611,0.6918445688206701,8.31608571577817,2.08051913883537,5.58107147458941,7.51725829439238,5733.0,70.2529688598588,503.264404857227,5411.46261880842,57441.1698239735,Maybe,194034.41862499103,22.433555332519802,98.658759209958,30.791758047416803,5970.80374134515,30.0,Below_30,0.0,707.6749102871311,5.0,Car,Public_Sector,421.375215649374,2.0,Yes
Oranges,8.0,205.96352382597098,32360.820855615602,Military,68.6545079419902,No,471.357552849391,Yes,Female,After_16:00,0.9080248635727909,0.733474821550772,2.1192162786610402,3.49779988639057,8.73067588778213,0.7574901939369741,7619.0,85.7874521519989,340.41623724263803,5394.40800297919,44601.792966927904,Maybe,222177.942628167,18.450372279242398,187.033651931881,26.6700577689335,4792.09596869879,30.0,30-45,0.0,556.888968565861,7.0,Motorcycle_or_truck,Hightech,406.75719952509695,1.0,No
Browns,2.0,543.266169898156,58801.8669239893,Healthcare,181.08872329938498,No,324.713023829623,Yes,Female,By_16:00,0.761432827683166,0.561154706403613,2.78840117156506,5.34787542186677,4.39814810175449,9.29023119388148,3275.0,83.827216993086,382.093902381276,4011.31804305878,45172.2231193296,No,105438.547844577,19.547222369975604,235.91549337847,4.845004156231879,32984.214429500804,80.0,30-45,1.0,573.846891128806,8.0,Foot_or_bicycle,Services_or_Retail,394.982153205389,0.0,Yes
